the_geom,the_geom_webmercator,objectid,serialnum,description,recycler,lat,lng
0101000020E610000053D0024317CB52C06F6C1F710BFA4340,0101000020110F0000695064391FEC5FC1D18DD5E44B895241,424,172231,Sw 20th/Market,no,39.953474178641834,-75.17329478525907
0101000020E6100000E504F3E073CA52C0DA80FC52EBF94340,0101000020110F000053FE9DB309EB5FC194B05C4F28895241,425,172232,City hall courtyard near tables,yes,39.95249402360214,-75.16332267505966
0101000020E61000008966AE7F1CCA52C05119C26213FA4340,0101000020110F00008A162A4775EA5FC1F6DCF5B154895241,426,172233,Sw 11th/Arch,no,39.95371660687909,-75.1579894259577
0101000020E6100000D1AE7CBD74CA52C00C58017202FA4340,0101000020110F00003E04392A0BEB5FC17A7B26ED41895241,427,172234,Broad/JFK at City Hall,no,39.953199625641076,-75.16337525535643
0101000020E6100000F4270CEDDBCB52C0E505151EA1064440,0101000020110F0000517A33476DED5FC1E4905ED93F975241,428,172235,Nw Phil Elenna/Germantown,no,40.05179191614642,-75.18529821574322
0101000020E6100000E035BF1B29CB52C0D765592975F84340,0101000020110F00001B7DD9893DEC5FC1EFAE1FCE89875241,429,172236,1901 Christian St,yes,39.9410754858506,-75.1743840567865
0101000020E61000003C3FC087D3C952C073DB87E9BAF94340,0101000020110F0000EA4E6C55F9E95FC167AFA5ACF2885241,430,172237,Se 8th/Market,no,39.951016608559165,-75.15353578352091
0101000020E6100000AF33D0B552CA52C083F83313ECF74340,0101000020110F00000276915CD1EA5FC189C38FF4F1865241,431,172238,Se 11th/Washington ave,no,39.93689193761477,-75.16129823047844
0101000020E6100000DBD94BE373C952C0802CE28EDEF84340,0101000020110F00007DEC1CE056E95FC18177038FFE875241,432,172239,3 Bears Park/300 Cypress,yes,39.94429193538326,-75.14769823462795
0101000020E61000006D7EF35A79C952C038659AE4DAF84340,0101000020110F0000384E912960E95FC12F479B7FFA875241,433,172240,"Three Bear Park,300 Cypress St",no,39.94418008364522,-75.14803193834969
0101000020E6100000E11A65A19DCA52C038928A526EF84340,0101000020110F00003985049F50EB5FC1C96AB53A82875241,434,172241,Ne Broad/Catharine,no,39.94086677328272,-75.16587099908385
0101000020E6100000E773710F48CC52C035A6FA22D5074440,0101000020110F00007A2A89F424EE5FC16DD1A6A095985241,435,172242,Nw w Allens lane/Germantown ave,no,40.06119191397412,-75.19189821318979
0101000020E610000042F02C155ACC52C048E59BD70C084440,0101000020110F000026AC6C9143EE5FC1AA0C8E71D3985241,436,172243,Ne Gowen/Germantown ave,no,40.06289191352931,-75.19299821270491
0101000020E61000002CD5ED7D73CA52C06968E518E4F94340,0101000020110F000077D96B0B09EB5FC105A3A04D20895241,437,172244,Market St E inside City Hall,no,39.952273475661805,-75.1632990667901
0101000020E61000007AAD01E0FBC952C041B8FD35C7F94340,0101000020110F0000CD2701DD3DEA5FC1E9BBCC4C00895241,438,172245,Between 10th/9th Market ss,no,39.95139193428668,-75.1559982315429
0101000020E6100000699CA82CE9CB52C021F55CC5CE064440,0101000020110F0000B9A431C883ED5FC1379FD48072975241,439,172246,Nw Germantown & Pelham,no,40.05318514861052,-75.18610683885494
0101000020E6100000E8CC544B96C952C03815A71586F84340,0101000020110F0000F95A725191E95FC1934C278D9C875241,440,172248,South St mid blk. bet 4th and 5th north side,no,39.94159193666786,-75.14979823380747
0101000020E6100000E40F01F43ACC52C04CF15F5EB4074440,0101000020110F0000B626FCB00EEE5FC1CA33124471985241,441,173035,Ne Mount Airy/Germantown,no,40.06019191441246,-75.19109821418493
0101000020E6100000801F996781C852C000F54B264D034440,0101000020110F00001D074BFEBAE75FC12BF4EFBF8E935241,442,173036,Nw 5th/Rockland,no,40.02579191883888,-75.13289823487685
0101000020E61000001DBB84FD33C952C0649D5EA38CF84340,0101000020110F0000DA03C856EAE85FC1E1979FCFA3875241,355,172123,SE Front/Lombard,no,39.94179193611015,-75.14379823648456
0101000020E6100000F40135F131CA52C0AD5CA20CFCF84340,0101000020110F00004B28ADB399EA5FC15534873A1F885241,356,172124,Se 11th/Pine,no,39.94519193580468,-75.15929823090102
0101000020E6100000F05B854107CA52C0EE710501CAF84340,0101000020110F000018E1E63151EA5FC1778B0ECAE7875241,357,172125,Ne 9th/Lombard,no,39.94366467252608,-75.15669286750176
0101000020E6100000C83D3456EDC952C01578A7A0C3F84340,0101000020110F00004602262B25EA5FC1F6E6C5B9E0875241,358,172126,Ne 8th/Lombard,no,39.943470079204566,-75.15511088468259
0101000020E6100000339F79D2ACCA52C08AA1CCB50FF94340,0101000020110F000084FA026D6AEB5FC14B6E430235885241,359,172128,Sw 15th/Pine,no,39.945791935842024,-75.1667982280458
0101000020E6100000F158791226CA52C025DB6042CBF84340,0101000020110F0000C420158A85EA5FC13FE40B2EE9875241,360,172129,Sw 10th/Lombard,no,39.94370298127459,-75.15857374048552
0101000020E6100000B931206118CA52C0F47E4EE3AAF84340,0101000020110F00000152E5476EEA5FC1226BF151C5875241,361,172131,bet/10th/9thSouth,no,39.942715085342485,-75.15773800033539
0101000020E61000008C10942387CA52C0934A070D6BFA4340,0101000020110F00003F6DC96A2AEB5FC15BECF5D2B5895241,362,172132,Sw 15th/Race,no,39.95639193397542,-75.16449822863996
0101000020E6100000AD3DCB6F2DC952C0E21CBFD5E1F84340,0101000020110F0000FF4EFF34DFE85FC183204A3002885241,363,172133,Nw Front/Spruce,no,39.94439193565064,-75.14339823577639
0101000020E610000078E68B64F3CA52C059BE61D953F94340,0101000020110F000066470D4CE2EB5FC165FE9F7E80885241,364,172134,Nw 18th/Spruce,yes,39.94787137291559,-75.17110551511894
0101000020E61000003A1948545BCA52C09732A3C0ABF94340,0101000020110F0000C60A7A00E0EA5FC1469F10E1E1885241,365,172135,"4910 Botanic Ave, Philadelphia, PA 19143",no,39.95055397003778,-75.1618242935264
0101000020E6100000EF05BD887EC952C0E8E26A03F4F84340,0101000020110F0000E4F48CF568E95FC178438F5316885241,366,172136,Ne 4th/Spruce,no,39.944946696463205,-75.14834803065581
0101000020E61000008E7EB47DEBC952C0DD03BFD5E1F84340,0101000020110F0000E5B48F0822EA5FC1CE044A3002885241,367,172138,Nw 8th/Pine,no,39.94439193560513,-75.1549982321396
0101000020E61000006AF2F5FFCDC952C011E75B9A02F94340,0101000020110F0000EC968FF0EFE95FC1FFC11A7D26885241,368,172139,Sw 7th/Spruce,no,39.945391936182325,-75.15319823282485
0101000020E6100000CAF0786043CB52C056E955C07BFA4340,0101000020110F00006AF878286AEC5FC1FAFBE953C8895241,369,172140,Se 22nd/Cherry,no,39.956901590298614,-75.17598735628704
0101000020E6100000A86CA8B630C952C08070D6AEB0F84340,0101000020110F00001D68E4C5E4E85FC17D2855BDCB875241,370,172141,Ne Front/Pine,no,39.942891936022534,-75.14359823653888
0101000020E6100000609A5EF1FFC952C0EEC2C92212F94340,0101000020110F00008D45DDC544EA5FC19C9232B237885241,371,172142,Se 9th/Spruce,no,39.94586596347459,-75.15624651182725
0101000020E6100000DD6F99BB86C952C07AFC256AC2F84340,0101000020110F0000B25DADE276E95FC1B828CE61DF875241,372,172144,Sw 4th/Pine,no,39.94343306402966,-75.1488484381111
0101000020E61000009CF64362DEC952C0A204FB67ADF84340,0101000020110F0000187402C50BEA5FC10365151CC8875241,373,172145,Se 7th/Lombard,no,39.94279193646186,-75.15419823300402
0101000020E6100000844F7C7C9EC952C0AC95F967ADF84340,0101000020110F0000D9A3AC3B9FE95FC180CE131CC8875241,374,172146,Ne 5th/Lombard,no,39.94279193579436,-75.15029823436458
0101000020E610000083A7ABFC55CA52C029D04D7F64FA4340,0101000020110F0000639E73EDD6EA5FC1FEEA1590AE895241,375,172147,Nw Race/Juniper,no,39.95619193362683,-75.16149822962875
0101000020E6100000DA84334740CB52C03B45A6F388F94340,0101000020110F0000CA8805E564EC5FC114130B53BB885241,376,172149,Ne 21st/ Locust,no,39.949491935908064,-75.17579822569988
0101000020E6100000259CF83E9CC952C04301A265FDF84340,0101000020110F0000AD9A806D9BE95FC16F37B7B820885241,377,172155,Nw 5th/Spruce,no,39.94523306284329,-75.15016149786295
0101000020E610000002C585753FC952C07863B2BA43FA4340,0101000020110F00007830E1D1FDE85FC12429CF418A895241,378,172156,Se 3rd/New,no,39.95519193373087,-75.14449823440012
0101000020E6100000D8CB8D4CE3C952C0A81243C133F94340,0101000020110F000028CD561E14EA5FC1D67490F05C885241,379,172158,Sw 8th/Locust,no,39.9468919351105,-75.15449823233882
0101000020E6100000433CB79842CA52C0633017C88BF94340,0101000020110F000004CAACFDB5EA5FC1A634A075BE885241,380,172159,Nw 12th/Sansom,no,39.94957829601551,-75.16031473058779
0101000020E6100000924190DD61C952C0B8B754AAEBF84340,0101000020110F0000603B394338E95FC1E6D91E140D885241,381,172160,Ne 3rd/Spruce,no,39.94469193588833,-75.14659823501123
0101000020E6100000D28A842F5DCB52C0A04172E7DCF74340,0101000020110F0000FC3034FF95EC5FC17AF0B126E1865241,382,172161,Ne Latona/Point Breeze,no,39.936428957738144,-75.17756259864407
0101000020E61000009A311B6E4CC952C01DB38F9BDFF94340,0101000020110F0000C9A539DA13E95FC1EC4545541B895241,383,172162,3rd & Arch (Yaron Prop),no,39.952136464277125,-75.14528992324486
0101000020E6100000AA5852BA17CA52C09898912344F94340,0101000020110F000047EF8F2C6DEA5FC1D90820176F885241,384,172164,Sw 10th/Locust,no,39.94739193543609,-75.15769823114047
0101000020E6100000D93AC0BC48C952C09D8378CEE3F84340,0101000020110F000017AC71940DE95FC102EF695F04885241,385,172165,Sw 2nd/Spruce,no,39.94445210346678,-75.14506453297089
0101000020E61000006011118CB3C952C0F59FBD7301F94340,0101000020110F00009540D101C3E95FC17F2DBA3625885241,386,172166,NW 6th and Spruce,no,39.94535681494737,-75.15158368746552
0101000020E610000015383322F8CD52C0F3C998A70CFA4340,0101000020110F0000D07809E002F15FC1CB3AD13C4D895241,387,172171,Sw 48th/Spruce,yes,39.953511190036714,-75.21826987268317
0101000020E61000009BC0CFDF55CA52C01671E992F6F84340,0101000020110F000015866EBCD6EA5FC162D2B52919885241,388,172174,Sw 12th/Pine,yes,39.94502483747981,-75.16149134910886
0101000020E6100000B32E140841CA52C00134649BA6F94340,0101000020110F0000741F2755B3EA5FC187F9B62DDC885241,389,172184,"12th & Chestnut, NW",no,39.950396942069354,-75.16021921130123
0101000020E6100000D23CF5FFCDC952C059A6A0EAFEF94340,0101000020110F000077628EF0EFE95FC1E60447043E895241,390,172187,Sw 8th/Arch,no,39.953091934625895,-75.15319823216421
0101000020E610000033FFC0070BC952C07A272AADF4FA4340,0101000020110F00008CADA7C3A4E85FC1332D81504E8A5241,391,172191,Ne 2nd Spring/Garden,yes,39.960591931899174,-75.14129823539115
0101000020E6100000ED835DB8C2C952C0C0E1E89D91F84340,0101000020110F00006081B0C7DCE95FC1AF9D7B53A9875241,392,172192,Sw 6th/South,yes,39.94194387313064,-75.152509776424
0101000020E6100000CBEA0EB663C952C0A6E80BD903FB4340,0101000020110F000089B0CD653BE95FC14B9207205F8A5241,393,172193,Sw 5th Spring/Garden,yes,39.96105492669567,-75.14671088654283
0101000020E61000004CC3CF5F44C952C0A0CA790F05FB4340,0101000020110F000045CF352B06E95FC138490078608A5241,394,172197,Ne 4th/Spring Garden,yes,39.96109193274356,-75.14479823388427
0101000020E610000075555CCC2BC952C0FFEDBF81FEFA4340,0101000020110F000051398C6CDCE85FC1BA25FF34598A5241,395,172198,Ne 3rd/Spring Garden,yes,39.96089193221632,-75.14329823510145
0101000020E61000007820667A53C952C0A2A9911B89F84340,0101000020110F00003377FFD21FE95FC180EE72E69F875241,396,172199,2nd st bet South/ Lombard,yes,39.94168419468339,-75.14572010014842
0101000020E61000004C504EDC85C952C0EBE96942ADF94340,0101000020110F00007F0C646775E95FC1BE8F758CE3885241,397,172200,Ne 5th/Market,yes,39.950599958148665,-75.14879520080393
0101000020E610000007087F7EA7C952C091541B3C81F94340,0101000020110F0000B75CAA88AEE95FC163306AC6B2885241,398,172201,Nw 6th/Chestnut,yes,39.94925643286218,-75.15084803014189
0101000020E61000004F7B7EF4A9C952C03FD50F1F7FF94340,0101000020110F0000E3BCC7B6B2E95FC1DF59036FB0885241,399,172202,Sw 6th/Chestnut,no,39.94919193528266,-75.15099823333479
0101000020E61000004ECE937253C952C0FA7A687EA3F94340,0101000020110F00006F52B6C51FE95FC1F337C1BAD8885241,27,171653,Nw 3rd/Market,yes,39.950301934257325,-75.14571823534172
0101000020E6100000A7A5E3FA5CCA52C0F321B20CD0FA4340,0101000020110F0000E47A51CEE2EA5FC1DDA30DBB258A5241,28,171654,Se Broad/Callowhill,yes,39.95947416971094,-75.16192505103264
0101000020E61000007484281FA5CA52C0D5BE9FE72FF84340,0101000020110F00008C1A88585DEB5FC1581AB9163D875241,29,171655,Se Broad/Carpenter,yes,39.93896193790503,-75.16632822949197
0101000020E6100000FD0287C67ECA52C0338283D698F94340,0101000020110F00007D0BFF351CEB5FC19A3B97ECCC885241,30,171656,Se Broad/Sansom,yes,39.94997674390142,-75.16398776230558
0101000020E6100000BE9B7CA592CA52C04DCD44A909F94340,0101000020110F00005C69B5F63DEB5FC1802DCC4E2E885241,31,171657,Nw Broad/Pine,yes,39.94560733661147,-75.16520058792864
0101000020E6100000C68FDA9FAECA52C099B285ED07F84340,0101000020110F000038B1B57C6DEB5FC1A11294CE10875241,32,171658,Sw Broad/Washington,yes,39.93774193790632,-75.16690822929294
0101000020E61000005B53F92F6CC952C0153F8D37A0F94340,0101000020110F0000A6A29FCB49E95FC100E56719D5885241,33,171664,Se 4th/Market,yes,39.95020193478391,-75.14722823475078
0101000020E61000006B1B9DDAF2CA52C071A4DAE06AF94340,0101000020110F0000EB57C261E1EB5FC1B049E2019A885241,34,171665,Ne Rittenhouse/s18th/street,yes,39.94857416797539,-75.17107262938013
0101000020E6100000A85C02A289CA52C0744BCD0338F94340,0101000020110F00003FD239A72EEB5FC1E56EB0A861885241,35,171666,Ne Broad/Spruce,yes,39.94702193760068,-75.16465044241579
0101000020E61000008F259E2AC9CA52C0D7996692FFF94340,0101000020110F00003DD64C929AEB5FC1B43928BE3E895241,36,171667,Nw 17th/Market,yes,39.953111934755434,-75.16852822727218
0101000020E6100000DCDC18AEF8CA52C0E0964C5E0BFA4340,0101000020110F0000CE9E3147EBEB5FC1A4A1FACF4B895241,37,171668,Ne 19th/Market,yes,39.95347193469729,-75.17142822673799
0101000020E61000005A58671C3DCD52C08AB03B29F6F74340,0101000020110F0000332FC832C5EF5FC124359420FD865241,38,171669,4910 Botanic /Repaired and in Storage,yes,39.93719973959476,-75.20685491649911
0101000020E6100000980D1EA56EC952C0C59796BCA8F94340,0101000020110F0000017D49F84DE95FC18A12BA89DE885241,39,171670,Nw 4th/Market,yes,39.950461934596696,-75.14737823424218
0101000020E610000077289A7F50C952C0C2893433A1F94340,0101000020110F000015954FC31AE95FC1C7E13430D6885241,40,171671,Ne 3rd/Market,yes,39.95023193421686,-75.14553823523043
0101000020E6100000AB468FB5A9CA52C05F258E7210F84340,0101000020110F00007DE05E2365EB5FC1F19C743E1A875241,41,171672,Ne Broad/Washington,yes,39.93800193730089,-75.16660822860528
0101000020E6100000F237C66981CA52C09CF213EF81F94340,0101000020110F0000C198F8B020EB5FC1BA97B08CB3885241,42,171673,Se Broad/Walnut,yes,39.949277767887196,-75.16414875371245
0101000020E610000036F31BDE96CA52C0B5742F09BEF94340,0101000020110F0000D42B412245EB5FC159769322F6885241,43,171674,Ne 15th/Chestnut,yes,39.951111934825725,-75.16545822839257
0101000020E610000078B598821FCB52C0AAED6471A6F94340,0101000020110F000021E2213C2DEC5FC1A7DE2FFFDB885241,44,171675,Se 20th/Walnut,yes,39.950391935616906,-75.17379822648024
0101000020E610000062F0CC5A7CCA52C0DF0F8DA3B3F94340,0101000020110F000084EE531918EB5FC1AEE5C89DEA885241,45,171676,Se Broad/Chestnut,yes,39.95079464328568,-75.16384000791143
0101000020E6100000A6CEB74836C952C0CA7AA66B94F94340,0101000020110F00000EE3323CEEE85FC1DD92BD07C8885241,46,171677,Sw 2nd/Market,yes,39.94984193447961,-75.14393823575901
0101000020E6100000659B369B23C952C0199D5B818FF94340,0101000020110F0000EEF75482CEE85FC1B4E2B795C2885241,47,171678,Se Letitia/Market,yes,39.94969193433116,-75.14279823620525
0101000020E6100000ACB4178D9FCA52C0C035E89768F84340,0101000020110F0000453237E253EB5FC12DAB15E27B875241,48,171679,Se Broad/Catharine,yes,39.94069193685891,-75.1659882289411
0101000020E6100000905BA17A1AC952C0541744078EF94340,0101000020110F000097196901BFE85FC139C9D7F2C0885241,49,171680,Front & Market (SEPTA station),yes,39.94964686226618,-75.14224115140519
0101000020E6100000C302B16D88C952C023C1282DA8F84340,0101000020110F000093BB06C479E95FC161B7FF50C2875241,50,171710,Ne 4th/ /Lombard,no,39.942632336520795,-75.14895193372926
0101000020E610000076BABC6A89CA52C0AEA859815DF94340,0101000020110F0000AB3E57492EEB5FC1D8952B318B885241,51,171712,Sw Broad/Locust,no,39.94816605451466,-75.16463726454262
0101000020E6100000C411E44281CA52C0FA3855A985F94340,0101000020110F00000379EC6E20EB5FC14035DFADB7885241,52,171713,Ne Broad/Walnut,no,39.94939152394541,-75.16413948318865
0101000020E6100000613014A882CA52C02A7D349E9BF94340,0101000020110F0000A2B7A4CD22EB5FC183CA0D01D0885241,53,171714,Sw Broad/Sansom,no,39.95006158411918,-75.16422464343624
0101000020E61000007253DBD67BCA52C06F098461B7F94340,0101000020110F0000C941353917EB5FC193AC19C3EE885241,54,171715,Ne Broad/Chestnut,no,39.95090884158241,-75.1638085500579
0101000020E6100000146D79AD6ACA52C097376556AEF94340,0101000020110F0000C61B9B12FAEA5FC122DE36BEE4885241,55,171716,Se Juniper/Chestnut,no,39.95063285772556,-75.16276108606354
0101000020E6100000ECEEE94F7ECA52C0F0734E429EF94340,0101000020110F000056E7846C1BEB5FC105BD16EED2885241,56,171731,Ne Broad/Sansom,no,39.95014218168933,-75.1639594826226
0101000020E610000050CFC48585CA52C01142F58782F94340,0101000020110F00007FBCE3AB27EB5FC161450F36B4885241,57,171732,Sw Broad/Walnut,no,39.94929599261753,-75.1643995687457
0101000020E6100000421A59F97FCA52C01D0AF759B3F94340,0101000020110F0000F67B293F1EEB5FC1D689424CEA885241,58,171733,Sw Broad/Chestnut,no,39.95078587114788,-75.16406091405318
0101000020E6100000D41897114CCA52C040B2F388A6F94340,0101000020110F000010789114C6EA5FC1233A4919DC885241,59,171735,1218 Chestnut,no,39.95039474391206,-75.16089286571088
0101000020E6100000694014EF2ECA52C0D2A20455D3F94340,0101000020110F0000B15C899794EA5FC131C0A2BA0D895241,60,171737,S between 11th/12th on Market,no,39.9517618439328,-75.15911461808868
0101000020E6100000E1249FDB51C952C042D177959BF94340,0101000020110F0000FFFB74121DE95FC1D7D75FF7CF885241,61,171738,Se 3rd/Market,no,39.95006054258785,-75.14562120953953
0101000020E6100000BB2D883A19CA52C0824EF1D89AF94340,0101000020110F0000459C2EB96FEA5FC1C71E8326CF885241,62,171741,Bet 11th/ 10th/Chestnut SS,no,39.95003806860497,-75.15778983401007
0101000020E6100000EAFBBD3564CA52C02AD22D4967FA4340,0101000020110F0000E19A2D16EFEA5FC1EA340AA7B1895241,63,171742,201 N. Broad (Broad & Race),no,39.956277034162056,-75.16236632874612
0101000020E61000004738A89A09CA52C099D3D473C9F94340,0101000020110F0000F2FDFD2E55EA5FC156F78DC802895241,64,171743,Sw 10th/Market,no,39.95146034137651,-75.15683618953436
0101000020E61000008758F7DEEDC952C07FE498F4C4F94340,0101000020110F000097E4731326EA5FC19BCA1BCDFD885241,65,171746,"9th & Market, NE",no,39.9513231035753,-75.15514349131455
0101000020E61000007F69AD0896CA52C067BE0972C9F84340,0101000020110F0000C71DB8B743EB5FC1DA16AA2BE7875241,66,171747,NE Broad & South St.,no,39.943647627599425,-75.16540734228873
0101000020E610000098FA856E99CA52C0A47C3811C8F84340,0101000020110F000090773D7D49EB5FC10305D3A4E5875241,67,171748,SW Broad/South,no,39.943605568486674,-75.16561472972751
0101000020E610000014A2F35890CA52C0FFFE1CCBECF84340,0101000020110F000037CA050F3AEB5FC1379607540E885241,68,171749,Ne Broad/Lombard,no,39.94472636142563,-75.16506027023598
0101000020E6100000932A155A32C952C0FBDB37C892F94340,0101000020110F000042D0538EE7E85FC17A8E1037C6885241,69,171750,Se 2nd/Market,no,39.94979193427567,-75.14369823519728
0101000020E61000005BB35EE941CA52C09C8EB816A5F94340,0101000020110F00008018D5D3B4EA5FC11C801D7FDA885241,70,171751,Sw 12th/Chestnut,no,39.95035060893608,-75.160272924882
0101000020E610000000E35EE68DCA52C03300DFEC34F94340,0101000020110F0000D52FB6E635EB5FC10D527A3C5E885241,71,171753,Sw Broad/Spruce,no,39.94692765129766,-75.16491088167459
0101000020E6100000E125ACBEA0CA52C0892715F78FF84340,0101000020110F0000D61346E955EB5FC1FB95197FA7875241,72,171754,Nw Broad/Fitzwater,no,39.941893468217195,-75.16606108485531
0101000020E6100000598C757314CA52C0D72B930AD1F94340,0101000020110F0000C17DAB9B67EA5FC13152EA300B895241,73,171755,Bet/10th/11th/Market NS,no,39.951691934452974,-75.15749823073692
0101000020E61000009C59280006CA52C0303E5B77CCF94340,0101000020110F00004FB008104FEA5FC1900B531F06895241,74,171756,Ne 10th/Market,no,39.95155231433125,-75.1566162485164
0101000020E61000001F62170C93CA52C09A71596006F94340,0101000020110F0000062CFEA43EEB5FC1E01F3AAB2A885241,75,171757,Sw Broad/Pine,no,39.94550709121104,-75.16522505076908
0101000020E610000061A89D1054CA52C01A3BF662DCF94340,0101000020110F00009BB2A5A9D3EA5FC14429B1C217895241,76,171759,Se 13th/Market,no,39.95203816435806,-75.16138091465247
0101000020E610000047893FE45BCA52C096DCBEE2D5FA4340,0101000020110F000033B604F5E0EA5FC16C2780322C8A5241,77,171760,Ne Broad/Callowhill,no,39.95965227431695,-75.16185861782752
0101000020E6100000E282546DDBC952C0273E05498BF94340,0101000020110F00004B5947BF06EA5FC14A6AD9E8BD885241,78,171761,Sw 8th/Chestnut,no,39.94956314807887,-75.15401776555112
0101000020E61000008549C31026CA52C09F4438549DF94340,0101000020110F0000E2092D8785EA5FC1DD9B51E6D1885241,79,171763,Se 11th/Chestnut,no,39.9501137995478,-75.15857333251013
0101000020E61000003097660268CA52C016F05A5F92FA4340,0101000020110F00001831568AF5EA5FC1FB644D64E1895241,80,171765,Sw Broad/Vine,no,39.95759193363499,-75.16259822863208
0101000020E61000001855765AA1CA52C085CBDC6357FA4340,0101000020110F000024FBE5F156EB5FC1D33A5C0AA0895241,81,171766,Ne 16th/Cherry,no,39.955791933832224,-75.166098228034
0101000020E610000071FC2B1059CA52C09F6A9004AFF94340,0101000020110F0000A6111A27DCEA5FC1F33D2C7FE5885241,82,171767,Ne 13th/Chestnut,no,39.9506536202582,-75.16168598456876
0101000020E6100000CFBD60C30BCA52C09A6AA2F59AF94340,0101000020110F00009112D8D958EA5FC1FC904C46CF885241,83,171768,Ne 10th/Chestnut,no,39.950041488938226,-75.15696796843916
0101000020E610000033C8165DC1C952C04081011888F94340,0101000020110F00004644CE79DAE95FC12C46B55FBA885241,84,171769,Nw 7th/Chestnut,no,39.949465752348715,-75.15242697930152
0101000020E6100000059E529E5ECA52C0E343FA5578FA4340,0101000020110F000000ACC496E5EA5FC149E7238BC4895241,85,171770,Ne Broad/Vine,no,39.95679735870342,-75.16202505176632
0101000020E6100000C52E73A8C9CA52C0015ABED0CAF94340,0101000020110F000087EB09689BEB5FC1F7EC1C4B04895241,86,171771,Ne 17th/Chestnut,yes,39.95150193495284,-75.16855822799978
0101000020E6100000BAFA556CEFC952C028E94E2DC9F94340,0101000020110F000014D16CB628EA5FC1D11C6C7A02895241,87,171772,Nw 9th/Market,yes,39.951451934366844,-75.15523823162485
0101000020E6100000D966EF2411CB52C089E4DAC073F94340,0101000020110F0000AD2441D514EC5FC1A337ECD6A3885241,88,171773,Ne 19th/Rittenhouse,yes,39.94884501159783,-75.17292140368535
0101000020E6100000A953D2F559CA52C0AC8189CAAAF94340,0101000020110F0000EB602FADDDEA5FC127436AD0E0885241,89,171774,Se 13th/Chestnut,no,39.95052463258921,-75.16174073734022
0101000020E61000002EFF383757CB52C07F1D1DFFACF94340,0101000020110F0000B9A83DDB8BEC5FC17917E641E3885241,90,171775,Se 22nd/Walnut,yes,39.950591935364166,-75.177198224698
0101000020E61000001D5B8816A1CA52C0795BB48888F94340,0101000020110F0000255B837E56EB5FC1491490DCBA885241,91,171776,SW 15th and Walnut,no,39.9494791870738,-75.16608203235633
0101000020E6100000F4AD9FE6CECA52C0E7EFC4DDC7F94340,0101000020110F00003E25DB4FA4EB5FC11629AE0601895241,92,171778,Sw 17th/Chestnut,yes,39.95141193500586,-75.16887822717382
0101000020E610000063CB72F036CB52C04D1C738F13FA4340,0101000020110F0000255D160855EC5FC196BA79E354895241,93,171779,Sw 21st/Market,yes,39.95372193451531,-75.17522822580717
0101000020E61000005357790806CA52C0CDE9C3DDC7F94340,0101000020110F000089FE281E4FEA5FC1B106AD0601895241,94,171780,Se 10/Market,yes,39.9514119345291,-75.15661823129385
0101000020E610000062F0CADC0ECB52C0FE5B9F6DA8F94340,0101000020110F0000859E07F510EC5FC111083E32DE885241,95,171781,Nw 19th/Walnut,yes,39.95045252114504,-75.17278213327657
0101000020E610000068BB29B023CA52C0235DFCA0D5F94340,0101000020110F00004C6B687D81EA5FC137B90B4610895241,96,171782,Nw 11th/Market,yes,39.95183193514301,-75.15842823100468
0101000020E6100000403775275ECA52C058190C2AD5FA4340,0101000020110F00007F45DDCCE4EA5FC12785D9652B8A5241,97,171783,Nw Broad/Callowhill,yes,39.95963025656482,-75.16199671217782
0101000020E610000083E24BA827CA52C05845CA59ACF84340,0101000020110F0000FCA8693B88EA5FC1225EC7F0C6875241,98,171785,"10th South St, SW",no,39.942759727253986,-75.15867049608828
0101000020E610000082CCB2431FCA52C0C9217C6BCEF94340,0101000020110F00009986CDF979EA5FC107616A4908895241,99,171786,Se 11th/Market,yes,39.951611934291186,-75.15815823040796
0101000020E61000002042D146D1C952C08EC027FCC0F94340,0101000020110F0000F2817181F5E95FC1AC0C0067F9885241,100,171787,Ne 8th/Market,yes,39.95120193425201,-75.15339823184377
0101000020E610000002D6B1DE6BCA52C0B9033142B2F94340,0101000020110F0000D7A90D19FCEA5FC12C9C4D16E9885241,101,171789,Nw Juniper/Chestnut,no,39.950752519543535,-75.16283385626596
0101000020E6100000A95F57D5B5CA52C09E00AF3EC5F94340,0101000020110F00003ABF74BB79EB5FC1A938301FFE885241,102,171790,Nw 16th/Chestnut,yes,39.951331935358425,-75.16734822781167
0101000020E610000077BF0D5BD6C952C0D2D8186ABBF94340,0101000020110F0000638B0622FEE95FC1699C153BF3885241,103,171791,Sw 8th/Market,yes,39.95103193486433,-75.15370823233194
0101000020E6100000D08A90A708CA52C00F1CEC0ED0F94340,0101000020110F0000AC39139253EA5FC1A8101C1A0A895241,104,171792,Nw 10th/Market,yes,39.951661935127156,-75.15677823176816
0101000020E6100000D1BDC343B2CA52C089F64332C1F94340,0101000020110F00007D73A7AB73EB5FC1E4CBF2A2F9885241,105,171793,Se 16th/Chestnut,yes,39.951208384690354,-75.16713041415575
0101000020E6100000EC2EF4CB95CA52C0978D553DE9F84340,0101000020110F00001DFB925043EB5FC1657A30640A885241,106,171794,Sw Broad/Lombard,no,39.94461790730855,-75.16539286466622
0101000020E6100000CD5D29DC8ECA52C0B57B34D808F94340,0101000020110F0000B459368837EB5FC14D5532672D885241,107,171795,Ne Broad/Pine,no,39.94558241427095,-75.16496948280037
