the_geom,the_geom_webmercator,objectid,serialnum,description,recycler,lat,lng
0101000020E6100000D432E6AADAC952C08C21F6848EF94340,0101000020110F000081AB047505EA5FC160C1187EC1885241,143,171838,Nw 8th/Chestnut,yes,39.94966184633367,-75.15397140961005
0101000020E610000085A831842ACA52C0D9ACA6DB6FF94340,0101000020110F0000DB479D168DEA5FC161002B869F885241,144,171839,Ne 11th/Walnut,yes,39.94872613562047,-75.15884499406282
0101000020E61000007A15882114CA52C0FCF0104C66F94340,0101000020110F000096F3811067EA5FC1B60C9DEE94885241,145,171841,Sw 10th/Walnut,yes,39.948434360763684,-75.15747869767611
0101000020E610000093B87D0D1DC952C0035197135BF94340,0101000020110F0000B6498D60C3E85FC1E90A5C8088885241,146,171842,Se Front/Chestnut,no,39.94809193504809,-75.14239823605958
0101000020E6100000821A6CC421C952C058FD25D52DF94340,0101000020110F00004B5EA562CBE85FC1DCA5FB6056885241,147,171843,Ne Front/Walnut,yes,39.9467112002846,-75.14268599087703
0101000020E61000007B5AFB4359C952C06F7343556EF94340,0101000020110F000008979DA729E95FC18C3BADD59D885241,148,171844,Nw 3rd/Chestnut,yes,39.94867959779264,-75.14607333704218
0101000020E61000004623648A5CCA52C0858A33D87BF94340,0101000020110F00008D9D3A0FE2EA5FC132B7ACCDAC885241,149,171845,Ne 13th/Walnut,yes,39.94909193531661,-75.1618982293995
0101000020E6100000DF5CA7107AC952C00361D3783FF94340,0101000020110F00009330355E61E95FC17AFB8DEB69885241,150,171846,Sw 4th/Walnut,yes,39.947249510967616,-75.1480752596285
0101000020E610000012E6C5095DC952C07F55BB6437F94340,0101000020110F0000CAEE1B1030E95FC1EBAE77F860885241,151,171847,Se 3rd/Walnut,yes,39.94700297496001,-75.146303599606
0101000020E6100000608D181E3DC952C05950453733F94340,0101000020110F00003B75B1D7F9E85FC1E2D1B1575C885241,152,171848,Ne 2nd/Walnut,yes,39.94687548527208,-75.14435531995468
0101000020E61000006B73EF5573C952C011A8497476F94340,0101000020110F0000D848FFEF55E95FC1ABDCEDD4A6885241,153,171849,Ne 4th/Chestnut,yes,39.94892743679532,-75.14766453155396
0101000020E6100000C2A4EDDE2BCA52C0AD72CA6C6EF94340,0101000020110F000088D793638FEA5FC154D0BDEF9D885241,154,171850,"11th & Walnut, NE",no,39.948682402469196,-75.15892766196615
0101000020E6100000D25C927F70C952C07166A63475F94340,0101000020110F0000DC0B321E51E95FC1B42ED172A5885241,155,171852,Ne 4th/Chestnut,yes,39.948889333009795,-75.14749135297032
0101000020E6100000C1AF7880D8C952C077BBA0078EF94340,0101000020110F0000375144C701EA5FC18B6B3EF3C0885241,156,171854,Ne 8th/Chestnut,no,39.94964690540558,-75.15383922372622
0101000020E6100000736A6D0BF2C952C091685D818FF94340,0101000020110F00008772572A2DEA5FC1B9DFB995C2885241,157,171855,Se 9th/Chestnut,no,39.94969193516693,-75.15539823231829
0101000020E6100000EA95D12D5ECA52C07845B5A1D0FA4340,0101000020110F0000AC38ABD7E4EA5FC1B7A52960268A5241,158,171856,Sw Broad/Callowhill,no,39.959491933356674,-75.16199822871536
0101000020E61000000CDAADCA6FCB52C0441A8153FFF84340,0101000020110F0000B8AAE999B5EC5FC16BFDD2DB22885241,159,171858,Sw 22nd/South,yes,39.94529193691099,-75.17869822480878
0101000020E61000003E191B95E5CA52C0195A3FF6DAF84340,0101000020110F0000900CC0D6CAEB5FC1E70F2793FA875241,160,171860,Se 17th/South,yes,39.94418218701703,-75.17026260038708
0101000020E610000087D4382098CA52C04D8C3FE7BAF94340,0101000020110F00002946654547EB5FC1F3551EAAF2885241,161,171861,SW 15th and Chestnut,no,39.951016336469,-75.16553502607177
0101000020E6100000B858DA0A5ACA52C0636450FAB7F84340,0101000020110F00008EADE8D0DDEA5FC11FBD0BD2D3875241,162,171862,Se 12th/South,yes,39.94311455655477,-75.16174575159937
0101000020E6100000DDD9BB3B1CCB52C0BA887A63E8F84340,0101000020110F0000A2563DAB27EC5FC14333DA7209885241,163,171863,Sw 19th/South,yes,39.94459193690405,-75.17359822602107
0101000020E6100000AA70CE0B61CB52C09FAAC2BC6EF94340,0101000020110F0000C05FE98D9CEC5FC1E6F955489E885241,164,171865,Se 22nd/Spruce,yes,39.94869193558883,-75.17779822502294
0101000020E61000001923D9A772CA52C07B0BA78CC2F84340,0101000020110F00001E8FC89F07EB5FC14B1E0788DF875241,165,171866,Ne 13th/South,yes,39.943437177243105,-75.1632480259399
0101000020E61000004A71EED813CB52C00049079B0CFA4340,0101000020110F00003303AE6C19EC5FC1E676E42E4D895241,166,171867,Se 20th/Market,yes,39.953509691769796,-75.17308638844875
0101000020E61000001EB49FFD28CA52C09BC9A976B0F84340,0101000020110F00004013317F8AEA5FC180E41A7FCB875241,167,171871,Nw 10th/South,no,39.94288523950964,-75.15875187488606
0101000020E61000009D49151ECECA52C03C5F2A94D5F84340,0101000020110F00007CB837FBA2EB5FC138BC8B9CF4875241,168,171872,Nw 16th/South,no,39.94401790684648,-75.16883041457045
0101000020E6100000AFDF843E5BCA52C0C2171E4EBBF84340,0101000020110F000094C182DBDFEA5FC1A50EA481D7875241,169,171873,Nw 12th/South,no,39.943216099447014,-75.16181910491899
0101000020E6100000D1F0C24A7BCB52C02487C5AB45F94340,0101000020110F0000F8A1BB22C9EC5FC15F899EC970885241,170,171875,Nw 23rd/Pine,no,39.94743868966023,-75.17940014874627
0101000020E61000002A3F2C890FCA52C063606693A3F84340,0101000020110F0000C80B58425FEA5FC1608E5538BD875241,171,171876,Sw 9th/South,no,39.94249193667272,-75.15719823189707
0101000020E6100000AC8573FB08CA52C0111B43DAA6F84340,0101000020110F0000C3A3902054EA5FC1BCB995D9C0875241,172,171877,Ne 9th/South,no,39.94259193684241,-75.15679823190175
0101000020E6100000BAA8EBB5EDCA52C0376CB235D6F84340,0101000020110F00003A2C39A5D8EB5FC1D7837C4FF5875241,173,171881,SW 17th/South St.,no,39.94403716289565,-75.1707587052687
0101000020E6100000DB43A4B149CB52C0AD1ED2EB67F94340,0101000020110F000052B065E374EC5FC166BB34BB96885241,174,171882,Nw 21st/Spruce,no,39.94848392257459,-75.17637291947851
0101000020E6100000AAF2257D3FCA52C00287AFFEB0F84340,0101000020110F0000C4CD52B6B0EA5FC177EAC815CC875241,175,171883,Se 11th/South,no,39.94290145464585,-75.16012505250788
0101000020E6100000C6DD6C2AF1C952C0BA29ABAC9BF84340,0101000020110F0000271E27AC2BEA5FC14B1DA877B4875241,176,171884,Se 8th/South,no,39.94225080831116,-75.15534458762622
0101000020E6100000CBADB90EF4C952C082528A749FF84340,0101000020110F0000A77EA09530EA5FC17B6AD0A7B8875241,177,171885,SE 8th & South,yes,39.9423661876108,-75.15552108891204
0101000020E610000050240FE8B1CA52C01A8ED8EFD0F84340,0101000020110F00009115E20F73EB5FC1D7032878EF875241,178,171886,15th/South NEC,no,39.94387624811152,-75.16710854986854
0101000020E61000004ED2650C2ECB52C0E6EF491413F94340,0101000020110F0000E97AFCED45EC5FC1A3B8BBBD38885241,179,171887,Ne 20th/Lombard,no,39.94589475259981,-75.17468557303911
0101000020E610000070B94E3D7FCB52C03326D87302F94340,0101000020110F0000733F3FD7CFEC5FC13126705226885241,180,171888,SE 23rd St. Btw South & Grays Ferry,yes,39.94538734487687,-75.17964108169485
0101000020E6100000257409DFF3C952C03E38AA01A1F84340,0101000020110F000083989F4430EA5FC12579BA5FBA875241,181,171890,NW 8th and South,no,39.94241352855214,-75.15550971911632
0101000020E61000005BC7661BDBC952C09F89F47796F84340,0101000020110F0000835A1D3406EA5FC1B88C59B3AE875241,182,171891,sw 7th and South,no,39.94209193649589,-75.15399823224054
0101000020E6100000168DF54420C952C09E01633661F94340,0101000020110F0000C6994BD7C8E85FC190CD8D4C8F885241,183,171892,Nw Front/Chestnut,no,39.94827918848317,-75.14259456615068
0101000020E61000004B95DC0951CB52C03FA0A49117F94340,0101000020110F00007BDC235D81EC5FC11CDCFEB63D885241,184,171893,Sw 21st/Lombard,no,39.9460317663038,-75.17682119885755
0101000020E6100000BE6393DC6DC952C0735C50E5BBF84340,0101000020110F00002C9AA5A34CE95FC1D9662129D8875241,185,171894,Sw 3rd/Pine,no,39.94323412345775,-75.14733042138593
0101000020E61000000A0EFA6E16C952C05D364A1A91F94340,0101000020110F00005DB23F22B8E85FC191C1C25AC4885241,186,171896,E Front & Market,no,39.949740682827475,-75.14199423236292
0101000020E6100000E615D0FE0BCA52C0839EBC7BA3F84340,0101000020110F000096DDCC3E59EA5FC1B6121F1EBD875241,187,171903,Se 9th/South,yes,39.94248911580964,-75.1569821388326
0101000020E6100000E9602C890FCA52C06B0A1F21AAF84340,0101000020110F00001B4558425FEA5FC1DA5CD57AC4875241,188,171904,Nw 9th/South,yes,39.942691936642255,-75.15719823201984
0101000020E61000000537553223CA52C07951FB67ADF84340,0101000020110F00009E37ACA780EA5FC121BA151CC8875241,189,171906,Ne 10th/South,yes,39.94279193660163,-75.15839823076028
0101000020E61000006649A2ADA6C952C0418D5EA38CF84340,0101000020110F0000A351E425ADE95FC100869FCFA3875241,190,171907,Nw 5th/South,yes,39.9417919360808,-75.15079823349296
0101000020E6100000655324EF4EC952C0EDB9D27B78F84340,0101000020110F00005CBA161B18E95FC14BC3377C8D875241,191,171908,Ne 2nd/South,no,39.94117687024468,-75.1454427580589
0101000020E6100000D060C666A3C952C072BE5FA38CF84340,0101000020110F0000F0620195A7E95FC113D8A0CFA3875241,192,171909,Se 5th/South,yes,39.94179193663594,-75.15059823391789
0101000020E61000006B50620D6BCB52C0CDA7E397BEF94340,0101000020110F00007A4D028DADEC5FC15420ADC0F6885241,193,171910,Ne 23rd/ Walnut,yes,39.95112894645681,-75.17840895272245
0101000020E6100000AA7A4338DBC952C06B8505049EF84340,0101000020110F000003CE236506EA5FC14D94960FB7875241,194,171911,Nw 7th/South,yes,39.9423222567519,-75.15400511350404
0101000020E61000009B2F6D0BF2C952C020C8894CA0F84340,0101000020110F0000950E572A2DEA5FC12AE21597B9875241,195,171912,Ne 8th/South,yes,39.94239193656563,-75.15539823210422
0101000020E61000005C231D31D6C952C08FC5F37796F84340,0101000020110F00001555C9DAFDE95FC18AB358B3AE875241,196,171913,Se 7th/South,yes,39.942091936139256,-75.15369823308487
0101000020E6100000EB1613F6B3C952C07DF53F62FEF94340,0101000020110F0000B6E9E1B5C3E95FC18C7B2E6D3D895241,197,171914,Nw 7th/Arch,yes,39.95307567713733,-75.15160896171771
0101000020E61000009F04F8904CC952C0E7ABE06CE1F94340,0101000020110F0000185C711514E95FC1F73CCC571D895241,198,171915,Sw 3rd/Arch,yes,39.95219193430221,-75.1452982351352
0101000020E6100000B3A1816CB5C952C0DE343CEA8FF84340,0101000020110F0000987FE431C6E95FC1C848DE70A7875241,199,171917,Bet 5th/6th on South,no,39.94189193668147,-75.15169823321666
0101000020E6100000BA43A89DBDC952C0BAC3173193F84340,0101000020110F0000FE4A1D1CD4E95FC1FA111B12AB875241,200,171918,Se 6th/South,no,39.9419919363058,-75.15219823295675
0101000020E6100000E193E83813C952C0F075BBCC57F94340,0101000020110F00001E15E2ADB2E85FC14AB709DF84885241,201,171919,Bet/Front/Columbus Blvd on Chestnut,no,39.94799193528513,-75.141798236014
0101000020E6100000B5F99D3067CC52C019B37E0E27084440,0101000020110F0000EEC8FAD459EE5FC14ACDB488F0985241,202,171920,7446 New Convent Church/Germantown ave,no,40.06369191347603,-75.19379821231162
0101000020E61000005F1B4CE373C952C01847ED877FF84340,0101000020110F0000C55B1DE056E95FC19CE0AD4A95875241,203,171921,Sw 3rd/South,no,39.94139193616701,-75.1476982348663
0101000020E6100000D060C666A3C952C072BE5FA38CF84340,0101000020110F0000F0620195A7E95FC113D8A0CFA3875241,204,171922,Ne 5th/South,no,39.94179193663594,-75.15059823391789
0101000020E61000002B84DF8737C952C0F073B98961F94340,0101000020110F0000C7DB505AF0E85FC1CE0BE1A88F885241,205,171924,Se 2nd/Chestnut,no,39.94828912310902,-75.14401432826769
0101000020E61000005F3DAC4558CA52C07D152D29DAF84340,0101000020110F00000D0B23CFDAEA5FC145A8FAAFF9875241,206,171925,Sw 12thLombard,no,39.94415774060597,-75.16163770504271
0101000020E6100000755285E4C0C952C08B0DF47796F84340,0101000020110F0000542D02ADD9E95FC1470359B3AE875241,207,171926,Nw 6th/South,no,39.942091936270195,-75.15239823360191
0101000020E61000006649A2ADA6C952C0418D5EA38CF84340,0101000020110F0000A351E425ADE95FC100869FCFA3875241,208,171927,Sw 5th/South,no,39.9417919360808,-75.15079823349296
0101000020E6100000EC582BDAE9CD52C0BC4E0E1D90044440,0101000020110F0000869FE69DEAF05FC1A58FBAF9F4945241,209,171928,Nw Krams/Ridge ave,no,40.03564799498187,-75.21739820702686
0101000020E61000001D5D1497CDCA52C0E5B5624FA9FA4340,0101000020110F00008283E615A2EB5FC1130C84CEFA895241,210,171929,Se 18th/Vine,no,39.95829193420267,-75.16879822720189
0101000020E61000002FBFFE8063C952C0B90394327DF84340,0101000020110F0000FA9BAB0B3BE95FC15218FAB492875241,211,171930,North side/South/American,no,39.941320726654745,-75.14669823529833
0101000020E6100000D011A1C619C952C0AD5E735A5EF94340,0101000020110F0000F917A9CFBDE85FC1A1EFAE218C885241,212,171931,Se Front/Chestnut,yes,39.94819193490307,-75.14219823579265
0101000020E6100000102F604437C952C00B8657B375F84340,0101000020110F00006F2CAAE7EFE85FC1A368FB668A875241,213,171932,Ne Front/South,no,39.94109193585981,-75.14399823563531
0101000020E6100000EE3F5A5420C952C0C94D735A5EF94340,0101000020110F0000184671F1C8E85FC1E9DCAE218C885241,214,171933,Sw Front/Chestnut,no,39.94819193487235,-75.14259823621225
0101000020E61000006649A2ADA6C952C0418D5EA38CF84340,0101000020110F0000A351E425ADE95FC100869FCFA3875241,215,171934,Betw 5th/6th/South,no,39.9417919360808,-75.15079823349296
0101000020E6100000BB3873147CC952C048FFC9CE82F84340,0101000020110F0000A9F856CA64E95FC12A36EAEB98875241,216,171935,Betw 3rd/4th/South,no,39.94149193633217,-75.14819823505506
0101000020E61000003AF800BB70C952C0AB16724881F84340,0101000020110F00006196258351E95FC11CAF843B97875241,217,171937,Ne 3rd/South,no,39.94144540377359,-75.14750552267733
0101000020E61000001F46C0768CC952C025BCA61586F84340,0101000020110F00009C32C89E80E95FC1E7E9268D9C875241,218,171938,Nw 4th/South,no,39.94159193650584,-75.14919823433637
0101000020E61000009FB59F0555C952C02B36AEF476F84340,0101000020110F000065C5537222E95FC1DB18F0CA8B875241,219,171939,Sw 2nd/South,no,39.941130242408995,-75.14581432911517
0101000020E610000043E54262DEC952C09DA8C1BC6EF94340,0101000020110F0000C9A300C50BEA5FC111DC54489E885241,220,171940,Ne 8th/Sansom,no,39.94869193511952,-75.15419823200959
0101000020E6100000CF6047A803CB52C048B28BF8BCFA4340,0101000020110F0000C8FA91ECFDEB5FC1EF415097108A5241,221,171942,Ne 20th/Vine,yes,39.95889193364252,-75.17209822626613
0101000020E6100000FF80629517CA52C050A35E9874FD4340,0101000020110F0000173CD2ED6CEA5FC138384179138D5241,832,174854,Sw Broad/Montgomery,yes,39.980120702943736,-75.15768942470093
0101000020E61000003E2E16F83FC952C0C8F02DAAFB044440,0101000020110F00003DEAA7AFFEE85FC1065BEA476C955241,833,174855,SE Olney and Broad,yes,40.038930199081335,-75.14452936330869
0101000020E6100000015F24D693CB52C0A99120E639FA4340,0101000020110F000070E9AFD3F2EC5FC15B12915D7F895241,834,174856,Ne Schuylkill (At bus stop north of Market),yes,39.95489193525584,-75.18089822341791
0101000020E61000003CD982A725C852C0ED3D72909AFE4340,0101000020110F00007EE969251FE75FC13F609251598E5241,835,174858,Nw B/Kensington,yes,39.989091926366974,-75.12729823854619
0101000020E6100000B1AC20F3AFC952C0B5889A172B014440,0101000020110F0000038082E5BCE95FC197E6BF3031915241,836,174859,Sw Broad/Erie,yes,40.00912756963354,-75.15136411848904
0101000020E61000007E1A12D23DC952C09849EE9F14054440,0101000020110F000063056609FBE85FC1519B34F887955241,837,174860,Se Broad/Chew,yes,40.03969191680079,-75.14439822929305
0101000020E610000008F39F6CC8C952C0CB123DB133004440,0101000020110F000036521678E6E95FC1AF9E85E11E905241,838,174861,Nw Broad/ Allegheny,yes,40.00157752496815,-75.15285792942097
0101000020E6100000F9EE4C420CCA52C0873BD1F4D5FD4340,0101000020110F000091546FB159EA5FC129111F637F8D5241,839,174862,Sw Broad/Norris,yes,39.983091928638764,-75.15699822915111
0101000020E610000028D2421BBFCB52C0A9F50F843BFA4340,0101000020110F0000CED149533CED5FC1E5D02F2881895241,840,174863,Nw 30th/Market,no,39.95494128016737,-75.18353921437722
0101000020E610000029F645E373C952C0EFF641461F034440,0101000020110F000083EB12E056E95FC1503FBCDE5B935241,841,174864,Se Broad/Wyoming,yes,40.0243919202893,-75.14769822914299
0101000020E610000077F971BE6DC852C0284BC3FB34FE4340,0101000020110F000084F2F99899E75FC10F73E2B7E88D5241,842,174865,Se York/Kensington,no,39.98599192653484,-75.13169823770828
0101000020E6100000C8523347AFC952C02991B6E632014440,0101000020110F0000DE6479C1BBE95FC1919D6DD939915241,843,174866,Nw Broad/Erie,yes,40.009365882057246,-75.15132312786147
0101000020E61000008BAF3A352CC852C05CF1242E8AFE4340,0101000020110F00009FCF2F472AE75FC1B9512E28478E5241,844,174867,Se Huntington/Kensington,no,39.988591926611406,-75.12769823771502
0101000020E6100000B1E2B310B6CC52C053393AA3C9084440,0101000020110F000073D644CFDFEE5FC117AAB0F5A4995241,845,174869,Se Moreland/Germantown ave,no,40.06865349142995,-75.1986123806662
0101000020E6100000BC43672465C952C0DF50126EB8034440,0101000020110F000051D713D43DE95FC1E1CFCABC05945241,846,174870,Se Broad/Ruscomb,no,40.02906585592586,-75.14679823002274
0101000020E6100000F007EF1841C952C01D99A72D1B054440,0101000020110F00002EAF4A9A00E95FC1DBAA5A3D8F955241,847,174871,Nw Broad/Chew,no,40.03989191707135,-75.14459822981712
0101000020E6100000E8D05D8C8DCA52C05448F97A12FB4340,0101000020110F0000169CD44D35EB5FC1B8CFB8566F8A5241,328,172106,Ne 16th/Hamilton,yes,39.9615014760208,-75.16488942300532
0101000020E6100000C5682D5729CB52C0E20BBDCC57F94340,0101000020110F00001A56CCEE3DEC5FC101790BDF84885241,329,172107,Se 20th/Spruce,yes,39.94799193602354,-75.1743982261133
0101000020E61000001C0F715117CB52C0448CAAA82FFB4340,0101000020110F0000875CE7511FEC5FC1957AA1AB8F8A5241,330,172108,Sw 21st/Hamilton,yes,39.96239193275008,-75.17329822579308
0101000020E61000005D232EE8A7CA52C05DF29EC801FB4340,0101000020110F00009DD3AB1362EB5FC1B1DA81D65C8A5241,331,172110,17th/Betw/Spring Gard/Callohill,yes,39.960991933451375,-75.16649822717359
0101000020E6100000327732C56ECA52C033431FD801F94340,0101000020110F00008CBD440601EB5FC1F3F0EDA525885241,332,172112,Nw 13th/Pine,yes,39.9453687813424,-75.16301088264734
0101000020E610000071D7DD69BEC952C0F9F75A3EB3F84340,0101000020110F0000A304FC76D5E95FC14DC07C93CE875241,333,172114,Sw 6th/Lombard,yes,39.9429700798209,-75.15224692024437
0101000020E61000000F5CFAF6ADCA52C0D23E51E10CF94340,0101000020110F00005D72DB5D6CEB5FC17513AEDF31885241,334,172115,Sw 15th/Pine,no,39.94570557086048,-75.16686796616726
0101000020E6100000A004BF0CE6CC52C088576FB635094440,0101000020110F000041F0F35031EF5FC1F92E7CE71C9A5241,335,174224,Se Abington/Germantown ave,no,40.071951679578945,-75.20154112485989
0101000020E610000066BC8F23B9C252C07096670099044440,0101000020110F00001378EB9CE8DD5FC17727B1D5FE945241,336,174225,Sw Wellington/Frankford ave,no,40.03591923768988,-75.04254998242104
0101000020E6100000E3A5A5297DCB52C037E5AF4A24F94340,0101000020110F00005F142B50CCEC5FC1BA312FCF4B885241,337,174226,Sw 23rd/Lombard,no,39.94642003620759,-75.17951432396471
0101000020E6100000891057116EC252C04F3784E4D7044440,0101000020110F0000F23ED61869DD5FC1F349429944955241,338,174227,Nw Bleigh/Frankford ave,no,40.03783852058279,-75.03796800138856
0101000020E610000029A1B40CFCC252C057E1F05952044440,0101000020110F0000C2A87E445ADE5FC132C24C77B0945241,339,174228,Nw Tyson/Frankford ave,no,40.03376316320162,-75.04663388862231
0101000020E6100000FA19C3B399CB52C0BFC14AA85FF74340,0101000020110F0000B50357CAFCEC5FC1BA63DC6C56865241,340,174229,Ne 22nd/Point Breeze,no,39.93260673189388,-75.18125623753431
0101000020E61000001A2C10FC78CB52C0A10A33839EF84340,0101000020110F00006D565F37C5EC5FC1C919789CB7875241,341,174230,Sw 22nd/Catherine,yes,39.94233741752874,-75.17925931529354
0101000020E6100000DEB0152435CB52C0BDEDAA80A3044440,0101000020110F00000C021DFA51EC5FC12506B37B0A955241,342,174232,5713 Germantown Ave,no,40.0362397036183,-75.17511846655131
0101000020E61000000BF7A38097C352C0139C6244C7034440,0101000020110F0000EE11E55162DF5FC184A4B93116945241,343,174233,Nw Hellerman/Frankford ave,no,40.02951865019727,-75.05612197887619
0101000020E6100000B2166C170ECB52C0B716E4FB65044440,0101000020110F0000F2ADC6A50FEC5FC12330443EC6945241,344,174234,Nw Schoolhouse/Germantown ave,no,40.034362303134394,-75.17273507648022
0101000020E6100000A8E2CA00F5C852C0C3421E9633FF4340,0101000020110F0000E7C84F597FE85FC1E0114CF3028F5241,345,174235,Nw 5th/Somerset,no,39.993761791969085,-75.13995380223298
0101000020E6100000AAAF18CF3BCB52C054B28FEFB3044440,0101000020110F000052FBA44D5DEC5FC1C3074EB61C955241,346,174236,Sw Price/Germantown (Park w/s),no,40.03674120441852,-75.17552544985543
0101000020E6100000F539027D91CB52C093FAE05175F74340,0101000020110F0000EC039AD6EEEC5FC1FD1E216B6E865241,347,174238,Sw Dickinson/Point Breeze,no,39.933267817357,-75.18075490205213
0101000020E61000008910269804CA52C0056C601007FE4340,0101000020110F0000D1C585AC4CEA5FC1913BB2D1B58D5241,348,174239,Se Broad/Diamond,no,39.98459057529548,-75.15653041569944
0101000020E6100000D1891780FAC852C06C087601FAFE4340,0101000020110F00005C58C0AF88E85FC1396E491EC38E5241,349,174240,Sw 5th/Lehigh,no,39.99200456870389,-75.14028932856242
0101000020E6100000234C2179FFCC52C01A75612A74094440,0101000020110F00004C0E19805CEF5FC108860138629A5241,350,174241,Southampton/Germantown mid block/Post Office,no,40.07385759123481,-75.20309284450245
0101000020E610000051FEC7E0E3CA52C071E0830A75F74340,0101000020110F0000FAE09BF1C7EB5FC1953E161C6E865241,351,174242,Ne Reed/Hicks,no,39.933259310143406,-75.17015857248886
0101000020E610000034CF743F25CB52C0B8A4E54888F94340,0101000020110F0000837323FB36EC5FC12472DF95BA885241,352,172116,Nw 20th/Locust,yes,39.949471580629904,-75.17414842993895
0101000020E6100000A8A2C9C53BCA52C0226F4EBAD4F84340,0101000020110F0000AE7C5766AAEA5FC133FB34ABF3875241,353,172117,Se 11th/Lombard,no,39.943991936014086,-75.15989823046641
0101000020E6100000266B73FB08CA52C04B89BFD5E1F84340,0101000020110F0000B576902054EA5FC19B984A3002885241,354,172122,Se 9th/Pine,no,39.94439193584784,-75.15679823180525
0101000020E6100000E45185E547CA52C0A689086572F94340,0101000020110F0000AC4558FEBEEA5FC17D619655A2885241,400,172203,SW 12th and Walnut Street,no,39.948803548020166,-75.16063821811218
0101000020E61000001FB09F359BC952C0EE1D54AAEBF84340,0101000020110F0000A17EC8AA99E95FC1892F1E140D885241,401,172204,Ne 5th/Cypress,yes,39.94469193560859,-75.15009823412446
0101000020E6100000BD09223A60C952C00A1AFB4E3AF94340,0101000020110F00004D51C77A35E95FC181282E3364885241,402,172205,Sw 3rd/Walnut,no,39.94709193478418,-75.14649823497798
0101000020E610000015F5C05D19CA52C0612F864316F94340,0101000020110F0000358402F56FEA5FC1062CDB443C885241,403,172206,Se 10th/Spruce,no,39.945991936225944,-75.15779823153964
0101000020E6100000A1F0103835CA52C0B447618A19F94340,0101000020110F0000552190449FEA5FC165B325E63F885241,404,172207,Se 11th/Spruce,yes,39.946091935634655,-75.15949823049824
0101000020E6100000BE90B01E53C952C071F03AEA8FF84340,0101000020110F00000D7738371FE95FC166E1DC70A7875241,405,172208,Sw 2nd/Lombard,no,39.941891936091345,-75.14569823496547
0101000020E6100000E01CE7A794C952C03727191820F94340,0101000020110F0000925701898EE95FC184AABD2847885241,406,172209,Ne 5th/Locust,no,39.94629193523581,-75.14969823426827
0101000020E6100000BBD12AC7C4C952C06C411F203AFA4340,0101000020110F000041008446E0E95FC1337AD29D7F895241,407,172212,Se 8th/Race,no,39.95489884878302,-75.15263537580078
0101000020E61000001344A3E5DECA52C0D324B6C71CF94340,0101000020110F00008F3FA67BBFEB5FC1C27AE37C43885241,408,172213,Ne 17th/ Pine,no,39.94619079965346,-75.16985455459535
0101000020E6100000DE5F7E7E39CA52C088A44B70D9F94340,0101000020110F0000F8E68E87A6EA5FC19D0C987E14895241,409,172214,Ne 12th/Market,no,39.95194820111743,-75.15975916234262
0101000020E61000004DF495C844CC52C05C811EDCD1074440,0101000020110F00001BEEA6631FEE5FC12CB9C9FD91985241,410,172216,Se West Allens Ln/Germantown,no,40.06109191407697,-75.19169821399664
0101000020E610000042F7F43C69CB52C0E2CB638A19F94340,0101000020110F00008CFC2178AAEC5FC1067D28E63F885241,411,172217,Se 22nd/Lombard,yes,39.94609193680641,-75.17829822466322
0101000020E6100000D52FEE65C5CA52C0369AA9FC12F94340,0101000020110F0000697EAE2B94EB5FC1C4578FA338885241,412,172218,Se 16th/Pine,no,39.94589193612448,-75.16829822788652
0101000020E6100000A3B962704BCA52C0A044D6E820FA4340,0101000020110F000095FCBE02C5EA5FC1AD75B8AD63895241,413,172219,Ne 13th/ Arch St,no,39.95412931883152,-75.16085443154456
0101000020E61000000552A078D6CB52C0ECD1AD548E064440,0101000020110F0000B5353D0364ED5FC1FF543D012B975241,414,172220,Se Springer/Germantown ave,no,40.05121859061532,-75.18496528297699
0101000020E61000001CE8EB2329CA52C0404CB281C0FC4340,0101000020110F000030803EC08AEA5FC1FAEAF0E04B8C5241,415,172221,Ne Broad/Jefferson,no,39.97462483602476,-75.15876100576173
0101000020E61000003AE60FE5FDCA52C0C464DB4603F94340,0101000020110F00005925C422F4EB5FC18E88323C27885241,416,172222,Sw 18th/Lombard,no,39.94541249954776,-75.17174650719326
0101000020E610000074EF66786ACA52C07C14C040E6F94340,0101000020110F00003A1675B8F9EA5FC1022B08B122895241,417,172223,City Hall / East Portal,no,39.95233926180751,-75.16274843265802
0101000020E61000006A62ADE3E2CA52C0567B1A1820F94340,0101000020110F00001BB7AF43C6EB5FC14C23BF2847885241,418,172225,4910 Botanic ave,no,39.94629193585449,-75.17009822780679
0101000020E6100000567B1641BFC952C0A7F4E5756BF94340,0101000020110F0000AF348FE4D6E95FC1949D00A79A885241,419,172226,Sw 7th/Sansom,no,39.94859193542771,-75.15229823298918
0101000020E6100000A23709CB9ACA52C037F72FEA88F84340,0101000020110F00004F5239CD4BEB5FC1A040BFAF9F875241,420,172227,Se Broad/Fitzwater,no,39.94167830793452,-75.16569782161835
0101000020E61000003A7F1003EDCA52C023FD9D7F9FF94340,0101000020110F000007126B75D7EB5FC13718A14DD4885241,421,172228,Nw 18th/Walnut,no,39.95018000807092,-75.170716062651
0101000020E6100000948ED07DE0CA52C03633A0E600F94340,0101000020110F00003D9EFA30C2EB5FC16C8D669A24885241,422,172229,Ne 17th/Lombard,no,39.945339992735555,-75.16995187155618
0101000020E6100000D613DD3A3ECC52C0A27718ECBA074440,0101000020110F0000E243DF4114EE5FC189B5C68978985241,423,172230,Nw Nippon/Germantown ave,no,40.060391914317066,-75.19129821385954
